id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
18493,-121.58,37.02,27,2303,471,1447,467,3.5019,203900,INLAND
18494,-121.59,37.02,14,6355,1279,3704,1224,4.7233,228900,INLAND
18495,-121.57,37.02,17,2889,624,2681,608,3.2417,178300,INLAND
18496,-121.57,37.01,44,1448,393,1066,357,2.3625,170600,INLAND
18497,-121.56,37,20,3976,953,3866,950,2.8387,160400,INLAND
18498,-121.54,36.99,27,2361,449,1782,397,3.5614,305300,INLAND
18499,-121.51,37.02,19,2372,394,1142,365,4.3238,374900,INLAND
18500,-121.74,37.35,34,440,90,217,93,5.5327,500301,<1H OCEAN
18501,-121.55,37.37,39,759,141,252,106,3.9964,262800,INLAND
18502,-121.59,37.19,52,220,32,55,26,15.3001,131600,<1H OCEAN
18503,-121.37,37.06,25,474,92,300,104,4.1062,341200,INLAND
18504,-122.03,37.18,10,212,38,78,21,6.3622,390300,<1H OCEAN
18505,-121.96,37.13,26,50,5,17,4,15.3001,400300,<1H OCEAN
18506,-121.98,37.14,37,74,19,63,17,9.8908,350300,<1H OCEAN
18507,-122,37,16,32,4,36,5,2.925,137800,NEAR OCEAN
18508,-122.01,36.99,29,227,45,112,41,6.7469,271700,NEAR OCEAN
18509,-122.01,36.99,28,1321,240,652,239,5.2808,263400,NEAR OCEAN
18510,-121.99,36.99,29,3119,507,1476,487,6.1123,281800,NEAR OCEAN
18511,-121.99,36.98,40,1104,224,669,215,4.6409,256600,NEAR OCEAN
18512,-122,36.98,43,1636,324,792,325,3.8562,239500,NEAR OCEAN
18513,-122.01,36.99,41,2548,508,1290,488,3.9902,233300,NEAR OCEAN
18514,-122.01,36.98,47,1250,249,607,234,4.3417,265600,NEAR OCEAN
18515,-122.02,36.99,30,2156,487,1023,458,3.0875,245300,NEAR OCEAN
18516,-122.02,36.98,21,1484,394,984,380,2.4734,187800,NEAR OCEAN
18517,-122.02,36.98,44,1153,238,657,219,3.5368,212800,NEAR OCEAN
18518,-122.04,36.98,35,2155,355,866,335,5.9188,405000,NEAR OCEAN
18519,-122.04,36.98,33,797,125,385,133,7.0974,367900,NEAR OCEAN
18520,-122.04,36.97,30,2695,424,1098,420,5.6972,362600,NEAR OCEAN
18521,-122.06,37,14,1547,374,4731,348,2.7732,131600,NEAR OCEAN
18522,-122.05,36.97,20,2428,473,1145,454,3.9797,264100,NEAR OCEAN
18523,-122.05,36.97,16,3363,611,1603,556,4.5542,294400,NEAR OCEAN
18524,-122.06,36.98,15,3385,669,1571,615,4.5254,321200,NEAR OCEAN
18525,-122.04,36.98,51,1076,206,495,201,3.2286,258600,NEAR OCEAN
18526,-122.04,36.97,45,1302,245,621,258,5.4806,266700,NEAR OCEAN
18527,-122.04,36.97,52,1901,335,955,301,4.1259,253400,NEAR OCEAN
18528,-122.04,36.97,49,792,136,331,137,5.5128,238900,NEAR OCEAN
18529,-122.04,36.96,44,1294,269,645,259,3.5437,224200,NEAR OCEAN
18530,-122.03,36.98,37,2817,716,1341,662,2.4553,255700,NEAR OCEAN
18531,-122.01,36.98,47,2403,517,1144,455,2.8954,229700,NEAR OCEAN
18532,-122.02,36.98,35,1053,263,552,237,3.0125,217800,NEAR OCEAN
18533,-122.02,36.98,21,607,155,226,136,2.2063,167000,NEAR OCEAN
18534,-122.02,36.97,29,2568,747,1743,659,2.2286,195600,NEAR OCEAN
18535,-122.01,36.97,43,2162,509,1208,464,2.8417,261200,NEAR OCEAN
18536,-122.01,36.97,52,920,202,525,264,3.2444,233100,NEAR OCEAN
18537,-122.01,36.97,35,1605,392,743,382,2.8368,240300,NEAR OCEAN
18538,-122,36.98,20,2502,454,981,399,4.6,275300,NEAR OCEAN
18539,-122.01,36.98,27,2820,730,1511,745,2.889,242700,NEAR OCEAN
18540,-122,36.97,30,1029,242,753,249,3.4205,240800,NEAR OCEAN
18541,-122,36.93,51,1616,374,608,302,3.4932,400300,NEAR OCEAN
18542,-122.01,36.95,52,1217,325,508,237,2.3547,327000,NEAR OCEAN
18543,-122.03,36.97,51,924,232,488,228,2.4964,234700,NEAR OCEAN
18544,-122.03,36.97,36,337,69,223,68,3.5404,225300,NEAR OCEAN
18545,-122.03,36.97,52,403,72,200,73,1.9923,262800,NEAR OCEAN
18546,-122.04,36.97,40,1193,227,570,204,4.7659,237800,NEAR OCEAN
18547,-122.03,36.96,18,2677,785,1391,656,2.8067,232900,NEAR OCEAN
18548,-122.02,36.97,44,594,169,325,139,1.4552,250300,NEAR OCEAN
18549,-122.02,36.97,39,2124,661,1365,606,1.9642,281600,NEAR OCEAN
18550,-122.02,36.96,52,775,305,1054,305,2.3172,112800,NEAR OCEAN
18551,-122.03,36.96,40,584,126,316,139,3.8938,243800,NEAR OCEAN
18552,-122.03,36.96,28,1607,421,926,385,2.725,216400,NEAR OCEAN
18553,-122.04,36.96,32,1438,306,802,293,4.4964,202300,NEAR OCEAN
18554,-122.04,36.96,42,538,107,200,104,2.4667,196700,NEAR OCEAN
18555,-122.04,36.96,42,1149,264,703,232,2.8865,206700,NEAR OCEAN
18556,-122.03,36.96,32,2182,406,1122,370,3.82,284500,NEAR OCEAN
18557,-122.04,36.95,36,1862,364,1080,364,4.7567,264100,NEAR OCEAN
18558,-122.01,36.91,19,691,191,324,167,3.4312,388800,NEAR OCEAN
18559,-122.05,36.96,30,971,185,644,173,4.5045,226800,NEAR OCEAN
18560,-122.06,36.96,52,65,17,24,10,4.8,258600,NEAR OCEAN
18561,-122.05,36.87,18,2232,440,1091,458,4.1269,276300,NEAR OCEAN
18562,-122.04,36.95,27,1987,374,961,343,4.2667,266100,NEAR OCEAN
18563,-122.04,37,52,3365,644,796,333,3.2712,116900,NEAR OCEAN
18564,-121.75,36.91,32,1461,422,1494,416,3.1056,173500,<1H OCEAN
18565,-121.74,36.92,29,1210,281,863,262,3.4062,156300,<1H OCEAN
18566,-121.74,36.92,17,2648,589,1193,540,2.7461,152000,<1H OCEAN
18567,-121.74,36.92,14,3355,695,1350,697,2.9506,164900,<1H OCEAN
18568,-121.75,36.93,24,4026,881,2264,863,3.4327,218400,<1H OCEAN
18569,-121.75,36.92,48,1801,353,1071,361,3.9,194800,<1H OCEAN
18570,-121.75,36.92,46,1362,321,1068,305,2.7615,178100,<1H OCEAN
18571,-121.76,36.92,36,2096,409,1454,394,3.5216,238600,<1H OCEAN
18572,-121.76,36.92,46,947,257,1120,264,3.7125,161000,<1H OCEAN
18573,-121.75,36.91,52,1211,447,1102,392,1.9875,161700,<1H OCEAN
18574,-121.76,36.91,23,1276,437,1359,376,2.2609,155300,<1H OCEAN
18575,-121.75,36.91,42,1368,468,2312,484,2.8599,151700,<1H OCEAN
18576,-121.77,36.91,8,2715,750,2580,718,3.1348,162300,<1H OCEAN
18577,-121.76,36.9,44,919,309,1321,301,2.3775,121700,<1H OCEAN
18578,-121.77,36.93,20,2587,547,1534,540,2.7375,190700,<1H OCEAN
18579,-121.77,36.93,24,1943,447,1844,461,3.3192,184600,<1H OCEAN
18580,-121.77,36.93,33,1406,317,1075,301,3.5813,190300,<1H OCEAN
18581,-121.76,36.92,20,2687,637,2154,610,2.9434,170000,<1H OCEAN
18582,-121.77,36.92,9,4934,1112,3198,977,3.8,195100,<1H OCEAN
18583,-121.79,36.93,19,2512,509,1856,537,3.4815,189400,<1H OCEAN
18584,-121.78,36.92,19,1515,253,975,266,4.6906,241500,<1H OCEAN
18585,-121.78,36.93,21,2794,662,2236,565,2.7053,178700,<1H OCEAN
18586,-121.77,36.94,18,1063,341,1033,313,2.3192,171600,<1H OCEAN
18587,-121.79,36.95,34,2152,430,1516,386,4.0863,192500,<1H OCEAN
18588,-121.8,36.94,29,2377,476,1669,499,3.1214,190400,<1H OCEAN
18589,-122.25,37.08,20,1201,282,601,234,2.8556,177800,NEAR OCEAN
18590,-122.14,37.08,18,2420,439,1278,416,5.5101,334300,NEAR OCEAN
18591,-122.11,37.05,18,3337,549,1449,519,5.4412,316100,NEAR OCEAN
18592,-122.13,36.97,27,991,194,543,155,5.0188,350300,NEAR OCEAN
18593,-122.07,37.13,26,1127,199,543,199,5.2792,240300,NEAR OCEAN
18594,-122.09,37.09,46,695,136,408,148,4.2408,222900,NEAR OCEAN
18595,-122.09,37.11,32,2637,489,1031,410,3.9474,231900,NEAR OCEAN
18596,-122.12,37.09,36,1397,289,661,243,4.425,239900,NEAR OCEAN
18597,-122.09,37.07,33,3581,734,1780,663,4.6429,214600,NEAR OCEAN
18598,-122.08,37.08,35,1541,297,791,277,4.725,205100,NEAR OCEAN
18599,-122.16,37.17,35,6422,1380,2755,1064,5.3165,202600,NEAR OCEAN
18600,-122.12,37.12,51,2419,485,1078,435,3.0933,207200,NEAR OCEAN
18601,-122.18,37.15,17,1457,289,591,235,5.8785,284400,NEAR OCEAN
18602,-122.12,37.16,32,1602,317,752,275,5.4664,185400,NEAR OCEAN
18603,-122.1,37.19,18,808,136,420,145,7.4831,273600,NEAR OCEAN
18604,-122.08,37.15,23,506,96,264,89,7.4366,274200,NEAR OCEAN
18605,-122.11,37.11,46,1993,404,850,327,5.508,207100,NEAR OCEAN
18606,-122.11,37.14,29,3201,640,1722,570,4.7597,204400,NEAR OCEAN
18607,-122.13,37.15,39,2854,613,1338,518,4.2423,180600,NEAR OCEAN
18608,-122.09,37.21,15,1969,332,822,324,8.1774,395200,<1H OCEAN
18609,-122,37.12,17,4413,672,1674,608,7.2772,383600,<1H OCEAN
18610,-122.04,37.12,30,1427,311,686,251,4.3781,154800,NEAR OCEAN
18611,-122.02,37.11,36,2066,401,942,344,5.5417,196700,NEAR OCEAN
18612,-122.05,37.11,39,1065,248,497,208,4.8972,146600,NEAR OCEAN
18613,-122.07,37.08,21,5639,894,2670,871,6.3809,270300,NEAR OCEAN
18614,-122.05,37.05,41,2422,502,915,366,4.4679,201600,NEAR OCEAN
18615,-122.07,37.06,31,1634,370,939,332,4.1625,232600,NEAR OCEAN
18616,-122.08,37.04,34,2800,577,1353,512,4.4161,221200,NEAR OCEAN
18617,-122.08,37.03,36,4682,899,2143,832,4.8096,204000,NEAR OCEAN
18618,-122.04,37.04,17,4977,994,1987,947,4.1854,312600,NEAR OCEAN
18619,-122.03,37.03,21,4650,733,2014,704,5.9233,322300,NEAR OCEAN
18620,-122.02,37.01,20,1005,138,345,129,10.3968,500301,NEAR OCEAN
18621,-122.03,37,30,2077,342,816,328,5.5078,440800,NEAR OCEAN
18622,-122.04,37.08,20,467,95,229,86,5.1,261800,NEAR OCEAN
18623,-122.02,37.09,35,1818,368,682,254,5.1611,240300,NEAR OCEAN
18624,-122.03,37.05,12,2010,422,784,407,4.2728,191200,NEAR OCEAN
18625,-122.01,37.06,19,4113,767,2006,732,5.4121,308400,NEAR OCEAN
18626,-122,37.08,17,4154,739,2149,693,5.8919,373700,NEAR OCEAN
18627,-121.95,37.11,21,2387,357,913,341,8.036,398000,<1H OCEAN
18628,-121.96,37.1,20,922,155,361,135,6.6617,331800,<1H OCEAN
18629,-121.87,37.1,20,1918,304,798,302,7.8755,402600,<1H OCEAN
18630,-121.9,37.1,23,1708,287,670,238,6.7517,356900,<1H OCEAN
18631,-121.93,37.04,36,1522,230,677,206,6.1642,363800,<1H OCEAN
18632,-121.96,37.03,17,1343,203,511,185,4.925,386700,NEAR OCEAN
18633,-121.93,37.05,14,679,108,306,113,6.7214,340900,<1H OCEAN
18634,-121.96,37.06,16,1321,224,650,206,6.6258,390300,NEAR OCEAN
18635,-121.99,37.05,19,2023,392,955,328,5.5486,353300,NEAR OCEAN
18636,-122,37.06,20,2403,376,1149,369,6.3621,304700,NEAR OCEAN
18637,-122.01,37.03,21,5904,956,2616,916,6.2039,355600,NEAR OCEAN
18638,-121.97,37.01,21,2073,357,1044,351,4.8682,371900,NEAR OCEAN
18639,-121.98,36.99,14,6787,1454,3416,1357,3.8943,262700,NEAR OCEAN
18640,-121.97,37,25,990,166,522,185,5.1269,273200,NEAR OCEAN
18641,-121.98,36.98,29,2681,632,1652,620,3.375,216100,NEAR OCEAN
18642,-121.99,36.99,16,1592,369,1039,351,3.9364,207300,NEAR OCEAN
18643,-121.99,36.98,25,2113,422,1365,439,4.9484,234900,NEAR OCEAN
18644,-121.99,36.98,19,5613,1321,3018,1268,3.4914,215900,NEAR OCEAN
18645,-121.98,36.97,21,3349,737,1952,718,4.0273,252200,NEAR OCEAN
18646,-121.98,36.96,20,3495,818,2186,772,3.4167,258600,NEAR OCEAN
18647,-121.99,36.97,15,3044,786,1306,693,2.4771,213500,NEAR OCEAN
18648,-122,36.97,39,2702,646,1136,491,3.1941,257000,NEAR OCEAN
18649,-121.99,36.96,42,1275,272,451,200,5.0321,422700,NEAR OCEAN
18650,-121.99,36.96,16,875,201,300,157,2.925,377600,NEAR OCEAN
18651,-121.96,36.88,37,2846,553,939,433,5.0468,294700,NEAR OCEAN
18652,-121.97,36.97,24,3665,870,1954,833,3.1036,228800,NEAR OCEAN
18653,-121.97,36.96,27,4001,999,1808,945,2.861,234900,NEAR OCEAN
18654,-121.98,36.96,31,3209,723,1489,692,3.9619,245400,NEAR OCEAN
18655,-121.96,36.98,16,4907,1117,2265,1048,2.9757,229500,NEAR OCEAN
18656,-121.97,36.98,17,2813,497,1337,477,4.0083,252700,NEAR OCEAN
18657,-121.97,36.97,15,2849,668,1546,582,3.0587,228900,NEAR OCEAN
18658,-121.96,36.97,23,4324,1034,1844,875,3.3777,264100,NEAR OCEAN
18659,-121.94,36.98,24,3010,562,1360,504,4.5006,291000,NEAR OCEAN
18660,-121.94,36.98,21,3520,831,1486,753,3.3905,264600,NEAR OCEAN
18661,-121.95,36.98,34,3745,958,1622,802,3.4546,261500,NEAR OCEAN
18662,-121.94,36.97,31,1738,422,746,355,2.8172,331100,NEAR OCEAN
18663,-121.93,36.99,19,6356,1100,2954,1070,5.0325,283800,NEAR OCEAN
18664,-121.94,37,32,2210,426,1082,396,4.4587,315500,NEAR OCEAN
18665,-121.96,37,20,3847,727,1725,737,3.6447,305500,NEAR OCEAN
18666,-121.96,36.99,23,3209,748,1423,666,3.0375,238300,NEAR OCEAN
18667,-121.94,36.99,11,4571,924,2004,847,4.5898,222000,NEAR OCEAN
18668,-121.86,37,16,8638,1392,3706,1251,5.803,352100,<1H OCEAN
18669,-121.91,36.99,23,5675,964,2197,880,5.1693,322600,NEAR OCEAN
18670,-121.91,36.98,16,1957,408,865,369,2.9875,233600,NEAR OCEAN
18671,-121.88,36.98,21,4117,752,2001,763,5.1953,289800,NEAR OCEAN
18672,-121.91,36.97,19,4920,1092,1807,922,3.8112,232200,NEAR OCEAN
18673,-121.92,36.95,29,3457,699,1327,563,3.9597,252600,NEAR OCEAN
18674,-121.88,36.96,18,4910,817,1971,773,6.1325,309100,NEAR OCEAN
18675,-121.9,36.97,21,3707,751,1420,608,4.7485,295500,NEAR OCEAN
18676,-121.88,36.96,18,6355,1100,2304,972,6.3281,321400,NEAR OCEAN
18677,-121.9,36.93,22,7281,1233,1849,832,5.6276,335800,NEAR OCEAN
18678,-121.87,36.95,7,3703,679,1375,608,5.2219,368700,NEAR OCEAN
18679,-121.84,36.94,29,4921,967,2319,823,5.2517,308200,NEAR OCEAN
18680,-121.89,36.89,18,2774,492,1283,353,5.668,352300,NEAR OCEAN
18681,-121.91,36.85,22,2442,624,1301,290,3.4563,300300,NEAR OCEAN
18682,-121.82,36.86,17,1573,272,142,55,2.4719,420300,NEAR OCEAN
18683,-121.79,37,28,2715,451,1154,386,5.1021,290700,<1H OCEAN
18684,-121.83,36.98,19,4431,705,1764,679,4.6321,298900,<1H OCEAN
18685,-121.82,36.95,16,2599,430,1417,445,4.9611,349600,<1H OCEAN
18686,-121.83,37.02,22,1903,350,760,322,3.2559,288700,<1H OCEAN
18687,-121.76,37,21,1416,269,779,200,3.4987,280100,<1H OCEAN
18688,-121.79,37.03,18,943,213,544,179,4.234,228900,<1H OCEAN
18689,-121.69,36.96,23,1229,254,687,232,5.4433,305900,<1H OCEAN
18690,-121.75,36.96,19,3461,634,2790,607,5.0569,191100,<1H OCEAN
18691,-121.75,36.95,27,1580,303,1066,306,5.0071,203000,<1H OCEAN
18692,-121.77,36.96,20,4228,816,2389,844,3.825,229400,<1H OCEAN
18693,-121.73,36.93,29,2931,535,1954,506,3.5917,225000,<1H OCEAN
18694,-121.67,36.93,22,569,132,542,125,2.4875,187800,<1H OCEAN
18695,-122.39,40.59,26,1279,438,1276,420,1.5404,81600,INLAND
18696,-122.39,40.58,44,1625,392,944,347,1.8972,69200,INLAND
18697,-122.37,40.58,25,2054,495,835,475,2.4538,77200,INLAND
18698,-122.38,40.58,34,1262,267,520,259,1.9983,72900,INLAND
18699,-122.38,40.58,36,1808,384,807,383,2.1375,75100,INLAND
18700,-122.36,40.58,17,1220,275,800,261,2.2181,119100,INLAND
18701,-122.34,40.58,7,4843,992,2223,932,3.3549,102000,INLAND
18702,-122.35,40.57,22,589,97,338,107,3.5639,87800,INLAND
18703,-122.34,40.57,24,1610,307,748,307,2.9591,83100,INLAND
18704,-122.38,40.57,43,2251,542,1479,512,1.8676,58500,INLAND
18705,-122.38,40.56,23,2281,408,1164,420,3.8347,101500,INLAND
18706,-122.38,40.54,36,1216,240,647,228,2.9944,75600,INLAND
18707,-122.37,40.54,28,2213,390,1096,378,3.9923,87200,INLAND
18708,-122.4,40.58,40,3895,929,1782,910,1.6329,78500,INLAND
18709,-122.41,40.58,35,2072,385,1029,375,3.1512,75900,INLAND
18710,-122.4,40.58,43,1455,300,747,279,3.0857,104500,INLAND
18711,-122.39,40.57,38,855,172,468,150,1.7091,84700,INLAND
18712,-122.42,40.59,24,5045,972,2220,979,2.9792,139200,INLAND
18713,-122.45,40.61,17,785,155,417,136,2.6289,58500,INLAND
18714,-122.45,40.56,17,1712,307,963,329,4.2375,149000,INLAND
18715,-122.42,40.57,10,7949,1309,3176,1163,4.4099,120400,INLAND
18716,-122.4,40.57,23,1321,259,749,222,1.955,90400,INLAND
18717,-122.4,40.62,9,4794,889,2162,865,3.4439,103400,INLAND
18718,-122.42,40.6,5,2614,433,1275,411,3.7464,123200,INLAND
18719,-122.39,40.6,22,2195,489,1021,460,1.7125,66800,INLAND
18720,-122.38,40.61,14,4773,1133,2101,1072,2.0227,105300,INLAND
18721,-122.37,40.6,7,5178,1336,2557,1283,2.7079,111700,INLAND
18722,-122.39,40.64,13,3604,704,1598,670,2.7141,79000,INLAND
18723,-122.36,40.62,11,3896,886,1902,843,2.5905,94500,INLAND
18724,-122.34,40.63,10,2183,369,1061,325,3.9853,151900,INLAND
18725,-122.33,40.6,5,6383,1206,2965,1141,4.1103,111400,INLAND
18726,-122.32,40.58,2,1937,350,756,274,3.3,114500,INLAND
18727,-122.3,40.58,19,1043,204,505,183,1.9033,99100,INLAND
18728,-122.36,40.56,20,3592,868,1865,781,2.3258,65100,INLAND
18729,-122.37,40.55,26,1435,234,544,232,2.9705,137000,INLAND
18730,-122.36,40.55,21,2500,466,1428,502,2.9513,113600,INLAND
18731,-122.46,40.52,13,2085,322,1077,333,5.5149,146800,INLAND
18732,-122.41,40.55,19,3753,761,1952,738,3.3954,86800,INLAND
18733,-122.41,40.53,28,1127,245,538,208,2.337,72300,INLAND
18734,-122.39,40.53,28,1427,304,692,285,2.425,81100,INLAND
18735,-122.39,40.52,24,2068,346,951,332,4.2306,86200,INLAND
18736,-122.4,40.51,20,1750,352,834,340,2.785,100900,INLAND
18737,-122.37,40.52,18,4547,774,2269,766,4.0896,98400,INLAND
18738,-122.35,40.56,16,2801,614,1695,563,2.2,81900,INLAND
18739,-122.35,40.56,12,3900,863,2145,864,2.2881,85500,INLAND
18740,-122.35,40.54,17,2280,453,976,434,3.01,98100,INLAND
18741,-122.36,40.57,31,431,90,231,78,2.484,77600,INLAND
18742,-122.35,40.57,18,2226,490,859,451,1.9821,69700,INLAND
18743,-122.34,40.57,26,2187,472,1339,463,2.3395,68200,INLAND
18744,-122.33,40.57,16,2777,503,1432,500,2.8592,76200,INLAND
18745,-122.32,40.57,15,2524,449,1374,467,3.6816,94100,INLAND
18746,-122.31,40.55,11,13714,2302,6511,2267,3.8522,100400,INLAND
18747,-122.34,40.51,16,2247,502,1206,463,2.2946,119500,INLAND
18748,-122.33,40.52,23,2801,507,1318,454,3.8081,117000,INLAND
18749,-122.31,40.49,18,4026,718,1731,705,3.65,118700,INLAND
18750,-122.28,40.5,21,2405,476,1197,412,2.9488,83400,INLAND
18751,-122.4,40.71,22,2390,484,1131,452,2.4458,85000,INLAND
18752,-122.43,40.66,15,2532,458,1183,450,2.8417,92500,INLAND
18753,-122.42,40.63,23,2248,489,1132,444,1.9429,80700,INLAND
18754,-122.38,40.69,21,1774,370,875,354,2.0422,61800,INLAND
18755,-122.36,40.69,32,3611,772,2060,759,2.0427,60900,INLAND
18756,-122.35,40.68,36,1822,449,930,399,1.6801,56900,INLAND
18757,-122.36,40.68,28,1745,379,1011,370,2.3391,60100,INLAND
18758,-122.38,40.67,10,2281,444,1274,438,2.512,65900,INLAND
18759,-122.36,40.66,17,2786,559,1528,517,2.3119,76100,INLAND
18760,-122.31,40.65,11,3664,647,1686,613,3.2338,141900,INLAND
18761,-122.25,40.6,16,2753,494,1414,459,4.1323,128600,INLAND
18762,-122.23,40.63,16,1141,220,563,200,2.6287,131000,INLAND
18763,-122.25,40.66,15,2771,546,1423,505,3.9413,108800,INLAND
18764,-122.32,40.71,18,2879,578,1399,586,2.7036,105700,INLAND
18765,-122.31,40.75,18,1411,330,494,227,1.7911,76100,INLAND
18766,-122.27,40.53,17,2255,416,1171,411,3.175,130100,INLAND
18767,-122.26,40.58,14,2539,466,1271,438,4.2762,138800,INLAND
18768,-122.23,40.57,18,1633,243,750,252,5.4585,151100,INLAND
18769,-122.24,40.51,23,2216,378,1006,338,4.859,117100,INLAND
18770,-122.31,40.45,10,1187,236,728,248,2.3469,67100,INLAND
18771,-122.31,40.45,25,2596,557,1536,549,2.3221,60700,INLAND
18772,-122.29,40.44,30,1270,365,840,324,1.6904,48400,INLAND
18773,-122.29,40.43,21,2842,640,1658,608,2.2943,60100,INLAND
18774,-122.29,40.47,20,2858,612,1422,589,2.2657,63300,INLAND
18775,-122.31,40.47,26,2723,551,1326,547,2.6594,66300,INLAND
18776,-122.3,40.45,32,1286,271,694,236,1.9579,68800,INLAND
18777,-122.27,40.46,14,2633,530,1324,513,2.5768,78900,INLAND
18778,-122.24,40.45,27,1804,321,782,300,3.8978,80900,INLAND
18779,-122.25,40.42,17,1429,265,692,245,3.1611,99000,INLAND
18780,-122.23,40.4,18,2102,377,1059,384,3.3556,95800,INLAND
18781,-122.27,40.39,26,1833,422,939,408,1.6571,59300,INLAND
18782,-122.29,40.39,17,1682,332,887,316,2.1438,76700,INLAND
18783,-122.33,40.48,26,695,126,319,124,3.5788,101900,INLAND
18784,-122.33,40.47,30,2502,523,1296,481,2.425,66400,INLAND
18785,-122.36,40.48,21,2333,514,1308,509,2.3899,75100,INLAND
18786,-122.37,40.45,18,1748,337,921,327,3.6315,85700,INLAND
18787,-122.42,40.44,16,994,,495,181,2.4875,76700,INLAND
18788,-122.43,40.47,16,3552,704,1801,658,2.4496,98000,INLAND
18789,-122.45,40.46,16,2734,501,1413,484,3.1085,106000,INLAND
18790,-122.37,40.39,12,3783,702,1970,639,3.6005,98800,INLAND
18791,-122.32,40.42,17,3019,578,1538,545,3.093,76800,INLAND
18792,-122.56,40.75,20,1182,250,512,210,2.0935,74800,INLAND
18793,-122.57,40.61,27,1540,315,883,321,3.1036,93700,INLAND
18794,-122.66,40.52,13,3013,486,1361,515,4.8357,171500,INLAND
18795,-122.76,40.4,22,2153,461,903,314,2.425,123500,INLAND
18796,-122.34,41.06,33,2149,498,631,273,2.1816,66100,INLAND
18797,-122.31,40.89,18,754,161,247,107,2.5583,79100,INLAND
18798,-122.45,40.85,20,2701,573,892,358,3.0736,108100,INLAND
18799,-122.07,40.95,14,2721,627,1356,468,3.3299,73500,INLAND
18800,-121.89,40.97,26,1183,276,513,206,2.525,52300,INLAND
18801,-121.86,40.77,17,2816,639,1027,406,2.803,65900,INLAND
18802,-121.83,40.69,14,821,170,477,129,3.45,87800,INLAND
18803,-122.08,40.64,14,3099,519,1447,494,4.3132,141500,INLAND
18804,-122.06,40.55,17,3057,577,1497,556,3.8189,101300,INLAND
18805,-121.92,40.52,13,4581,881,1799,734,2.5993,99800,INLAND
18806,-121.67,40.61,8,2411,463,786,297,2.4513,80700,INLAND
18807,-121.55,40.48,14,2413,524,805,329,3.0857,77700,INLAND
18808,-121.64,40.9,24,2237,434,834,318,2.0538,90600,INLAND
18809,-121.67,40.87,31,1581,299,776,287,3.2063,78100,INLAND
18810,-121.65,40.88,15,2909,549,1537,522,3.3179,61600,INLAND
18811,-121.67,40.89,17,2548,537,1118,461,2.567,58100,INLAND
18812,-121.63,40.92,23,1922,411,872,350,2.5337,64800,INLAND
18813,-121.41,40.82,16,2668,516,915,362,2.6393,90600,INLAND
18814,-121.47,41.12,22,2737,512,1168,442,3.13,89000,INLAND
18815,-121.45,41.04,33,2029,378,936,343,2.97,77800,INLAND
18816,-120.08,39.61,32,1404,247,544,201,3.0778,73200,INLAND
18817,-120.23,39.56,14,1781,346,734,287,2.76,93300,INLAND
18818,-120.48,39.66,32,1516,289,304,131,2.1839,71300,INLAND
18819,-120.24,39.67,40,690,129,305,110,2.6625,62800,INLAND
18820,-120.73,39.63,17,1791,356,432,190,4.1826,92700,INLAND
18821,-120.24,39.67,52,296,63,143,56,3.925,68900,INLAND
18822,-120.92,39.56,48,1276,292,358,145,2.175,66900,INLAND
18823,-120.51,39.52,26,2286,444,498,216,2.365,96400,INLAND
18824,-121.62,41.78,40,3272,663,1467,553,2.0885,43800,INLAND
18825,-121.93,41.86,28,4225,835,1908,686,2.04,44300,INLAND
18826,-122.33,41.86,19,3599,695,1572,601,2.534,58900,INLAND
18827,-122.53,41.81,21,2400,485,1109,443,2.0639,55700,INLAND
18828,-122.26,41.66,17,1885,350,953,328,2.4607,61700,INLAND
18829,-122.64,41.95,18,1867,424,802,314,2.1242,53800,INLAND
18830,-123.26,41.86,25,2344,532,1117,424,3.0222,64900,INLAND
18831,-123.38,41.8,25,1941,477,1000,390,2.5976,54700,INLAND
18832,-123.41,41.6,23,1654,369,669,273,2.265,65700,INLAND
18833,-122.92,41.7,23,4017,792,1634,619,2.6571,62300,INLAND
18834,-122.56,41.69,21,2010,360,947,306,2.7107,70400,INLAND
18835,-122.61,41.74,15,4206,922,1863,869,2.3591,56000,INLAND
18836,-122.64,41.74,33,2644,459,1113,483,3.6095,81600,INLAND
18837,-122.64,41.73,36,3319,664,1492,631,2.1694,71500,INLAND
18838,-122.64,41.73,50,1525,308,661,285,2.5206,63500,INLAND
18839,-122.65,41.72,15,3643,801,1784,743,2.1533,57800,INLAND
18840,-122.73,41.76,19,2200,414,950,367,2.8357,94500,INLAND
18841,-122.64,41.63,19,2722,479,1108,430,3.4062,100300,INLAND
18842,-122.56,41.53,29,1729,355,848,328,2.5024,61200,INLAND
18843,-122.93,41.48,20,4288,789,1800,660,3.023,79900,INLAND
18844,-122.9,41.46,31,1277,263,600,241,2.0292,62000,INLAND
18845,-123.08,41.26,34,2773,679,1066,424,1.9757,63600,INLAND
18846,-122.38,41.54,14,4453,797,1817,685,3.0468,81400,INLAND
18847,-122.49,41.43,19,3689,644,1544,566,3.425,76400,INLAND
18848,-122.38,41.43,45,2245,448,1155,421,1.9509,46500,INLAND
18849,-122.37,41.41,28,1729,419,929,370,1.57,53400,INLAND
18850,-122.39,41.41,23,910,199,370,169,2.0448,80400,INLAND
18851,-122.32,41.31,45,1393,294,521,249,1.4915,72200,INLAND
